RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km,Percent_overlap,binomial_overlap
AMNH_M-60005,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,1,1,1920,3004.96,12.26546544,1
AMNH_M-57059,Manis pentadactyla,1921,Asia,China,100,CR,Terrestrial,1,0,1920,3004.96,12.26546544,1
MNHN_MO-1962-61,Manis pentadactyla,,Asia,China,100,CR,Terrestrial,1,1,,3004.96,12.26546544,1
MNHN_MO-1913-729,Manis pentadactyla,,Asia,China,100,CR,Terrestrial,1,1,,3004.96,12.26546544,1
USNM_240168,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,1,1,1920,3004.96,12.26546544,1
NHMUK_39.2648,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,0,0,1920,7.23,79.39516172,1
NHMUK_39.265,Manis javanica,,Asia,Indonesia,25,CR,Arboreal,1,0,,7.23,79.39516172,1
NHMUK_39.2651,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,79.39516172,1
NHMUK_39.2652,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,0,0,,54.22,82.22055179,1
NHMUK_50.758,Manis javanica,1948,Asia,Malaysia,50,CR,Arboreal,0,0,1940,12.22,100,1
NHMUK_51.295,Manis javanica,1932,Asia,Malaysia,100,CR,Arboreal,0,0,1930,1075.93,27.88337398,1
NHMUK_55.326,Manis javanica,1917,Asia,Thailand,100,CR,Arboreal,0,0,1910,10.09,53.00073548,1
NHMUK_81.2687,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,0,0,,614.26,17.52213243,1
NHMUK_26.10.4.199,Manis javanica,1926,Asia,Vietnam,75,CR,Arboreal,0,0,1920,17.47,100,1
NHMUK_28.7.1.151,Manis javanica,1927,Asia,Vietnam,50,CR,Arboreal,0,0,1920,12.62,100,1
NHMUK_3.2.6.81,Manis javanica,1901,Asia,Thailand,25,CR,Arboreal,0,0,1900,36.36,100,1
NHMUK_6.11.6.41,Manis javanica,,Asia,Vietnam,25,CR,Arboreal,0,0,,0.31,100,1
NHMUK_78.6.17.14,Manis javanica,,Asia,Cambodia,100,CR,Arboreal,0,0,,421.25,68.95980476,1
NHMUK_79.11.21.647,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,0,0,,594.96,18.32034356,1
NHMUK_79.11.21.648,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,594.96,18.32034356,1
NHMUK_79.11.21.649,Manis javanica,,Asia,Indonesia,25,CR,Arboreal,0,0,,4.09,100,1
NHMUK_79.11.21.650,Manis javanica,,Asia,Indonesia,25,CR,Arboreal,1,1,,4.09,100,1
NHMUK_79.8.30.9,Manis javanica,,Asia,Borneo,100,CR,Arboreal,0,0,,722.82,76.03527956,1
NHMUK_81.6.30.5,Manis javanica,,Asia,Cambodia,100,CR,Arboreal,1,1,,421.25,68.95980476,1
NHMUK_82.7.24.5,Manis javanica,,Asia,Indonesia,75,CR,Arboreal,0,0,,201.38,70.38055732,1
NHMUK_85.8.1.366,Manis javanica,1875,Asia,Myanmar,25,CR,Arboreal,0,0,1870,0.794,0,0
NHMUK_9.1.5.856,Manis javanica,1907,Asia,Indonesia,75,CR,Arboreal,0,0,1900,10.05,100,1
NHMUK_9.1.5.857,Manis javanica,1907,Asia,Indonesia,75,CR,Arboreal,1,1,1900,10.05,100,1
NHMUK_9.1.5.858,Manis javanica,1907,Asia,Indonesia,75,CR,Arboreal,0,0,1900,11.24,100,1
NHMUK_9.1.5.859,Manis javanica,1908,Asia,Indonesia,75,CR,Arboreal,0,0,1900,10.125,52.56248216,1
NHMUK_9.1.5.860,Manis javanica,1908,Asia,Indonesia,25,CR,Arboreal,0,0,1900,21.29,89.8086523,1
NHMUK_92.9.4.12,Manis javanica,1892,Asia,Malaysia,75,CR,Arboreal,0,0,1890,54.83,100,1
NHMUK_98.10.21.5,Manis javanica,1879,Asia,Thailand,75,CR,Arboreal,0,0,1870,81.39,28.38551598,1
NHMUK_98.10.5.49,Manis javanica,1897,Asia,Thailand,100,CR,Arboreal,0,0,1890,103.66,100,1
NHMUK_98.8.3.6,Manis javanica,1898,Asia,Malaysia,100,CR,Arboreal,0,0,1890,118.9,63.37024708,1
NHMUK_no reg 10,Manis javanica,,Asia,Singapore,25,CR,Arboreal,0,0,,32.21,49.65070802,1
UWBM_UWBM:Mamm:82627,Manis javanica,2010,Asia,Singapore,75,CR,Arboreal,0,0,2010,0.03,100,1
UWBM_UWBM:Mamm:82626,Manis javanica,2011,Asia,Singapore,75,CR,Arboreal,0,0,2010,0.03,100,1
UWBM_UWBM:Mamm:82629,Manis javanica,2010,Asia,Singapore,75,CR,Arboreal,0,0,2010,0.03,100,1
MCZ_35720,Manis javanica,1937,Asia,Malaysia,75,CR,Arboreal,0,0,1930,0.301,100,1
KU_73516,Manis javanica,1955,Asia,Indonesia,75,CR,Arboreal,0,0,1950,6,100,1
FMNH_37989,Manis javanica,1931,Asia,Laos,75,CR,Arboreal,0,0,1930,7.25,100,1
ROM_36802,Manis javanica,1965,Asia,Malaysia,75,CR,Arboreal,0,0,1960,15.15,100,1
MVZ_MVZ:Mamm:119379,Manis javanica,1954,Asia,Singapore,75,CR,Arboreal,0,0,1950,27.044,57.33445116,1
AMNH_M-102180,Manis javanica,1933,Asia,Indonesia,75,CR,Arboreal,0,0,1930,28.2,100,1
UWBM_UWBM:Mamm:82628,Manis javanica,1800,Asia,Singapore,75,CR,Arboreal,0,0,1800,30,54.36843012,1
USNM_488088,Manis javanica,1971,Asia,Malaysia,75,CR,Arboreal,0,0,1970,48.5,100,1
FMNH_33550,Manis javanica,1929,Asia,Malaysia,75,CR,Arboreal,0,0,1920,63.79,47.83612104,1
FMNH_68743,Manis javanica,1950,Asia,Malaysia,75,CR,Arboreal,0,0,1950,63.79,53.76516972,1
FMNH_68742,Manis javanica,1950,Asia,Malaysia,75,CR,Arboreal,1,1,1950,63.79,53.76516972,1
NCSM_8295,Manis javanica,,Asia,Cambodia,75,CR,Arboreal,0,0,,325,68.8037615,1
MHNG_MHNG-MAM-745.041,Manis javanica,,Asia,Malaysia,75,CR,Arboreal,0,0,,488.84,65.84025919,1
RBINS_299B,Manis javanica,,Asia,Myanmar,75,CR,Arboreal,0,0,,709.66,19.76255801,1
RBINS_299C,Manis javanica,,Asia,Myanmar,75,CR,Arboreal,0,0,,1113.26,15.03103338,1
UWBM_UWBM:Mamm:82865,Manis javanica,2019,Asia,Singapore,100,CR,Arboreal,0,0,2010,26.93,57.71014106,1
MCZ_6439,Manis javanica,1700,Africa,Namibia,100,CR,Arboreal,0,0,1700,736.75,0,0
UWBM_UWBM:Mamm:68927,Manis javanica,1850,Asia,Thailand,100,CR,Arboreal,0,0,1850,1065.72,32.2323908,1
O_18148,Manis javanica,,Asia,Thailand,100,CR,Arboreal,1,0,,1065.72,32.2323908,1
O_18147,Manis javanica,,Asia,Thailand,100,CR,Arboreal,1,1,,1065.72,32.2323908,1
O_18144,Manis javanica,,Asia,Thailand,100,CR,Arboreal,1,1,,1065.72,32.2323908,1
UAZ_UAZ 08572,Manis javanica,,Asia,Malaysia,100,CR,Arboreal,1,0,,1103.94,28.715921,1
UAZ_UAZ 08573,Manis javanica,,Asia,Malaysia,100,CR,Arboreal,1,1,,1103.94,28.715921,1
MVZ_MVZ:Mamm:183663,Manis javanica,1818,Asia,Malaysia,100,CR,Arboreal,1,0,1810,1103.94,28.715921,1
USNM_300925,Manis javanica,1953,Asia,Malaysia,100,CR,Arboreal,1,0,1950,1103.94,28.715921,1
MCZ_6999,Manis javanica,1907,Asia,Indonesia,50,CR,Arboreal,0,0,1900,5.155,100,1
PSM_Mammal-14740,Manis javanica,,Asia,Malaysia,75,CR,Arboreal,0,0,,10.71,100,1
PSM_Mammal-14739,Manis javanica,1967,Asia,Malaysia,75,CR,Arboreal,1,0,1960,10.71,100,1
PSM_Mammal-14794,Manis javanica,1970,Asia,Malaysia,75,CR,Arboreal,1,0,1970,10.71,100,1
PSM_Mammal-14793,Manis javanica,1970,Asia,Malaysia,75,CR,Arboreal,1,1,1970,10.71,100,1
PSM_Mammal-14792,Manis javanica,1967,Asia,Malaysia,75,CR,Arboreal,1,1,1960,10.71,100,1
PSM_Mammal-14791,Manis javanica,1966,Asia,Malaysia,75,CR,Arboreal,1,0,1960,10.71,100,1
USNM_267387,Manis javanica,,Asia,Indonesia,50,CR,Arboreal,0,0,,10.92,100,1
USNM_267388,Manis javanica,,Asia,Indonesia,50,CR,Arboreal,1,1,,10.92,100,1
USNM_267389,Manis javanica,,Asia,Indonesia,50,CR,Arboreal,1,1,,10.92,100,1
MNHN_MO-1962-2119,Manis javanica,,Asia,Vietnam,50,CR,Arboreal,0,0,,30.92,20.72112644,1
USNM_153975,Manis javanica,1909,Asia,Indonesia,75,CR,Arboreal,0,0,1900,49.95,90.4068334,1
UMZC_E.1306,Manis javanica,1899,Asia,Thailand,100,CR,Arboreal,0,0,1890,105.14,68.4452271,1
USNM_124242,Manis javanica,1904,Asia,Myanmar,25,CR,Arboreal,0,0,1900,2.76,0,0
USNM_198319,Manis javanica,1913,Asia,Indonesia,50,CR,Arboreal,0,0,1910,5.415,100,1
AMNH_M-101731,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,0,0,1930,7.23,100,1
AMNH_M-101730,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,100,1
AMNH_M-101732,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,100,1
AMNH_M-101753,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,0,1930,7.23,79.39516172,1
AMNH_M-101562,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102077,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,0,1930,7.23,79.39516172,1
AMNH_M-102045,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102044,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102043,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102095,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102094,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102041,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102098,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-102097,Manis javanica,1933,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-101677,Manis javanica,,Asia,Indonesia,25,CR,Arboreal,1,1,,7.23,79.39516172,1
AMNH_M-101566,Manis javanica,1932,Asia,Indonesia,25,CR,Arboreal,1,1,1930,7.23,79.39516172,1
AMNH_M-101565,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,79.39516172,1
AMNH_M-101564,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,79.39516172,1
AMNH_M-101563,Manis javanica,1929,Asia,Indonesia,25,CR,Arboreal,1,1,1920,7.23,79.39516172,1
USNM_142460,Manis javanica,1905,Asia,Indonesia,50,CR,Arboreal,0,0,1900,8.17,100,1
USNM_142461,Manis javanica,1905,Asia,Indonesia,50,CR,Arboreal,1,1,1900,8.17,100,1
MCZ_36022,Manis javanica,1937,Asia,Indonesia,75,CR,Arboreal,0,0,1930,9.42,100,1
USNM_154924,Manis javanica,1909,Asia,Indonesia,75,CR,Arboreal,1,0,1900,10.05,100,1
USNM_236633,Manis javanica,1916,Asia,Thailand,50,CR,Arboreal,0,0,1910,11.05,0,0
UBCBBM_M008731,Manis javanica,1961,Asia,Malaysia,75,CR,Arboreal,0,0,1960,12.75,100,1
UBCBBM_M008722,Manis javanica,1961,Asia,Malaysia,75,CR,Arboreal,1,1,1960,12.75,100,1
MNHN_MO-1897-1867,Manis javanica,,Asia,Malaysia,75,CR,Arboreal,0,0,,15.97,48.42410812,1
MNHN_MO-1923-391,Manis javanica,,Asia,Vietnam,25,CR,Arboreal,0,0,,16.61,0,0
USNM_199023,Manis javanica,1914,Asia,Indonesia,50,CR,Arboreal,0,0,1910,23.69,100,1
USNM_358009,Manis javanica,1968,Asia,Vietnam,50,CR,Arboreal,0,0,1960,40.53,26.35352574,1
MNHN_MO-1883-41,Manis javanica,,Asia,Thailand,25,CR,Arboreal,0,0,,48.59,0,0
USNM_317200,Manis javanica,1960,Asia,Malaysia,50,CR,Arboreal,0,0,1960,53.36,100,1
USNM_300924,Manis javanica,1953,Asia,Malaysia,50,CR,Arboreal,1,0,1950,53.36,100,1
USNM_317198,Manis javanica,1960,Asia,Malaysia,50,CR,Arboreal,1,1,1960,53.36,100,1
USNM_317199,Manis javanica,1960,Asia,Malaysia,50,CR,Arboreal,1,1,1960,53.36,100,1
MNHN_MO-1995-30,Manis javanica,,Asia,Vietnam,50,CR,Arboreal,0,0,,59.32,18.27055799,1
USNM_144418,Manis javanica,1907,Asia,Indonesia,25,CR,Arboreal,0,0,1900,9.39,59.84398092,1
USNM_113114,Manis javanica,1901,Asia,Indonesia,100,CR,Arboreal,0,0,1900,25.11,56.83354975,1
USNM_141165,Manis javanica,1905,Asia,Indonesia,100,CR,Arboreal,0,0,1900,74.16,29.67212345,1
USNM_141164,Manis javanica,1905,Asia,Indonesia,100,CR,Arboreal,1,1,1900,74.16,29.67212345,1
USNM_104598,Manis javanica,1900,Asia,Indonesia,100,CR,Arboreal,0,0,1900,136.48,4.708139415,1
O_18146,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,594.96,18.32034356,1
O_18145,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,614.26,17.52213243,1
MHNG_MHNG-MAM-696.072,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,0,0,,614.67,17.14031532,1
MHNG_MHNG-MAM-129.027,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,614.67,17.14031532,1
MHNG_MHNG-MAM-723.008,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,614.67,17.14031532,1
MHNG_MHNG-MAM-710.073,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,614.67,17.14031532,1
MHNG_MHNG-MAM-777.048,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,1,,614.67,17.14031532,1
MNHN_MO-1911-1717,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,0,0,,767.99,37.74513359,1
USNM_198852,Manis javanica,1914,Asia,Indonesia,100,CR,Arboreal,0,0,1910,490,92.78704277,1
USNM_356430,Manis javanica,1966,Asia,Vietnam,100,CR,Arboreal,0,0,1960,7.9,0,0
AMNH_M-87624,Manis javanica,1932,Asia,Laos,100,CR,Arboreal,0,0,1930,89.78,88.35007957,1
AMNH_M-87623,Manis javanica,1932,Asia,Laos,100,CR,Arboreal,1,1,1930,89.78,88.35007957,1
AMNH_M-87622,Manis javanica,1932,Asia,Laos,100,CR,Arboreal,1,1,1930,89.78,88.35007957,1
MCZ_35956,Manis javanica,1937,Asia,Thailand,0,CR,Arboreal,0,0,1930,0.301,100,1
USNM_321551,Manis javanica,1961,Asia,Cambodia,100,CR,Arboreal,0,0,1960,2,100,1
AMNH_M-32637,Manis javanica,1910,Asia,Malaysia,75,CR,Arboreal,0,0,1910,16.093,100,1
MNHN_MO-1985-104,Manis javanica,,Asia,Laos,100,CR,Arboreal,0,0,,516.14,30.62346254,1
MNHN_MO-1929-411,Manis javanica,,Asia,Laos,100,CR,Arboreal,1,1,,516.14,30.62346254,1
USNM_260592,Manis javanica,1935,Asia,Thailand,100,CR,Arboreal,1,0,1930,864.12,39.25569004,1
USNM_535155,Manis javanica,1954,Asia,Thailand,100,CR,Arboreal,1,0,1950,864.12,39.25569004,1
USNM_257682,Manis javanica,1931,Asia,Thailand,100,CR,Arboreal,1,0,1930,864.12,39.25569004,1
USNM_83250,Manis javanica,1896,Asia,Thailand,100,CR,Arboreal,1,0,1890,864.12,39.25569004,1
USNM_86789,Manis javanica,1899,Asia,Thailand,100,CR,Arboreal,1,0,1890,864.12,39.25569004,1
USNM_83513,Manis javanica,1896,Asia,Thailand,100,CR,Arboreal,1,1,1890,864.12,39.25569004,1
GNM_Ma ex 655,Manis javanica,1910,Africa,Namibia,100,CR,Arboreal,1,0,1910,950.45,0,0
GNM_CollAn 2726,Manis javanica,1910,Africa,Namibia,100,CR,Arboreal,1,1,1910,950.45,0,0
AMNH_M-102149,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,0,0,1930,2658.79,16.37865112,1
AMNH_M-102148,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,16.37865112,1
AMNH_M-102096,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,16.37865112,1
AMNH_M-102042,Manis javanica,1933,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,16.37865112,1
USNM_121516,Manis javanica,1902,Asia,Indonesia,100,CR,Arboreal,1,0,1900,2658.79,16.37865112,1
USNM_121517,Manis javanica,1902,Asia,Indonesia,100,CR,Arboreal,1,1,1900,2658.79,16.37865112,1
O_18150,Manis javanica,,Asia,Indonesia,100,CR,Arboreal,1,0,,2658.79,16.37865112,1
AMNH_M-103986,Manis javanica,1935,Asia,Indonesia,100,CR,Arboreal,1,0,1930,2658.79,16.37865112,1
AMNH_M-103985,Manis javanica,1935,Asia,Indonesia,100,CR,Arboreal,1,1,1930,2658.79,16.37865112,1
MZLU_L897/3277,Manis javanica,1897,Asia,Indonesia,75,CR,Arboreal,0,0,1890,6.96,100,1
NHMUK_39.2647,Phataginus tetradactyla,,Africa,Cameroon,50,VU,Arboreal,0,0,,3.82,100,1
NHMUK_39.4041,Phataginus tetradactyla,,Africa,W. Africa,100,VU,Arboreal,0,0,,1955.82,0,0
NHMUK_46.498,Phataginus tetradactyla,1945,Africa,Ghana,75,VU,Arboreal,0,0,1940,2.25,100,1
NHMUK_50.341,Phataginus tetradactyla,1939,Africa,Nigeria,50,VU,Arboreal,0,0,1930,35.71,44.47238399,1
NHMUK_1995.25,Phataginus tetradactyla,1994,Africa,Nigeria,75,VU,Arboreal,0,0,1990,0.03,100,1
NHMUK_1998.301,Phataginus tetradactyla,1994,Africa,Nigeria,50,VU,Arboreal,0,0,1990,3.25,100,1
NHMUK_1998.302,Phataginus tetradactyla,,Africa,Nigeria,25,VU,Arboreal,0,0,,0.03,100,1
NHMUK_1.11.21.35,Phataginus tetradactyla,1901,Africa,Equatorial Guinea,25,VU,Arboreal,0,0,1900,0.795,40.07886646,1
NHMUK_2.2.14.1,Phataginus tetradactyla,,Africa,Sierra Leone,100,VU,Arboreal,0,0,,188.72,98.66407307,1
NHMUK_29.4.17.23,Phataginus tetradactyla,1929,Africa,Gabon,25,VU,Arboreal,0,0,1920,2.04,100,1
NHMUK_35.10.22.150,Phataginus tetradactyla,,Africa,Ghana,25,VU,Arboreal,0,0,,1.91,100,1
NHMUK_35.10.22.157,Phataginus tetradactyla,1934,Africa,Ghana,25,VU,Arboreal,1,0,1930,1.91,100,1
NHMUK_4.3.27.1,Phataginus tetradactyla,,Africa,Nigeria,25,VU,Arboreal,0,0,,7.45,100,1
NHMUK_63.2.13.23,Phataginus tetradactyla,,Africa,W. Africa,75,VU,Arboreal,1,1,,1955.82,0,0
NHMUK_64.12.1.10,Phataginus tetradactyla,,Africa,W. Africa,100,VU,Arboreal,1,1,,1955.82,0,0
NHMUK_67.5.31.3,Phataginus tetradactyla,,Africa,W. Africa,100,VU,Arboreal,1,1,,1955.82,0,0
NHMUK_no reg 12,Phataginus tetradactyla,,Africa,W. Africa,100,VU,Arboreal,1,1,,1955.82,0,0
MHNG_MHNG-MAM-1497.041,Phataginus tetradactyla,,Africa,Ivory Coast,75,VU,Arboreal,0,0,,1.36,100,1
MHNG_MHNG-MAM-912.042,Phataginus tetradactyla,1955,Africa,Cameroon,75,VU,Arboreal,0,0,1950,1.76,100,1
MHNG_MHNG-MAM-912.043,Phataginus tetradactyla,1955,Africa,Cameroon,75,VU,Arboreal,1,1,1950,1.76,100,1
MHNG_MHNG-MAM-1494.074,Phataginus tetradactyla,,Africa,Ivory Coast,75,VU,Arboreal,0,0,,7.21,100,1
RBINS_9259,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,,1646.07,32.58210051,1
RBINS_9258,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,,1646.07,32.58210051,1
RBINS_9005,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,,1646.07,32.58210051,1
RBINS_7994,Phataginus tetradactyla,1946,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,1940,1646.07,22.09966067,1
RBINS_6962,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,0,0,,1646.07,29.80140116,1
RBINS_13019,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,1,1,,1646.07,29.80140116,1
MHNG_MHNG-MAM-619.026,Phataginus tetradactyla,,Africa,Liberia,100,VU,Arboreal,0,0,,247.54,100,1
MHNG_MHNG-MAM-619.029,Phataginus tetradactyla,,Africa,Liberia,100,VU,Arboreal,1,1,,247.54,100,1
MNHN_MO-1990-48,Phataginus tetradactyla,1989,Africa,Gabon,25,VU,Arboreal,0,0,1980,5.46,100,1
MNHN_MO-1901-1135,Phataginus tetradactyla,,Africa,Ivory Coast,25,VU,Arboreal,0,0,,7.62,100,1
MNHN_MO-1958-193,Phataginus tetradactyla,1958,Africa,Gabon,25,VU,Arboreal,0,0,1950,7.79,81.39299125,1
MNHN_MO-1958-194,Phataginus tetradactyla,,Africa,Gabon,25,VU,Arboreal,1,0,,7.79,81.39299125,1
MNHN_MO-1962-1174,Phataginus tetradactyla,,Africa,Ivory Coast,50,VU,Arboreal,0,0,,7.91,100,1
MNHN_MO-1962-1173,Phataginus tetradactyla,,Africa,Ivory Coast,50,VU,Arboreal,1,1,,7.91,100,1
USNM_5142,Phataginus tetradactyla,,Africa,Ghana,25,VU,Arboreal,0,0,,8.09,46.06422634,1
MNHN_2005-243,Phataginus tetradactyla,1957,Africa,Central African Republic,25,VU,Arboreal,0,0,1950,9.9,100,1
USNM_218835,Phataginus tetradactyla,1917,Africa,Gabon,75,VU,Arboreal,0,0,1910,15.46,96.02143266,1
AMNH_M-89399,Phataginus tetradactyla,1940,Africa,Ivory Coast,100,VU,Arboreal,0,0,1940,0.258,100,1
USNM_220402,Phataginus tetradactyla,1918,Africa,Gabon,100,VU,Arboreal,0,0,1910,25.51,93.47641338,1
MNHN_MO-1985-103,Phataginus tetradactyla,,Africa,Republic of the Congo,25,VU,Arboreal,0,0,,35.65,100,1
MNHN_MO-1985-102,Phataginus tetradactyla,,Africa,Republic of the Congo,25,VU,Arboreal,1,1,,35.65,100,1
USNM_481807,Phataginus tetradactyla,1971,Africa,Liberia,100,VU,Arboreal,0,0,1970,25,100,1
USNM_481805,Phataginus tetradactyla,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
USNM_481806,Phataginus tetradactyla,1971,Africa,Liberia,100,VU,Arboreal,1,1,1970,25,100,1
MNHN_MO-1872-140,Phataginus tetradactyla,,Africa,Ghana,100,VU,Arboreal,0,0,,380.2,28.18024118,1
MNHN_MO-1942-189,Phataginus tetradactyla,,Africa,Ivory Coast,100,VU,Arboreal,0,0,,439.02,25.88791162,1
MNHN_MO-1988-268,Phataginus tetradactyla,,Africa,Ivory Coast,100,VU,Arboreal,1,1,,439.02,25.88791162,1
MNHN_MO-1962-60,Phataginus tetradactyla,,Africa,Central African Republic,100,VU,Arboreal,0,0,,777.06,20.62301241,1
MNHN_MO-1985-101,Phataginus tetradactyla,,Africa,Central African Republic,100,VU,Arboreal,1,1,,777.06,20.62301241,1
NHMUK_39.2645,Phataginus tricuspis,,Africa,Congo,75,VU,Arboreal,0,0,,101.46,90.6771623,1
NHMUK_46.499,Phataginus tricuspis,1945,Africa,Ghana,75,VU,Arboreal,0,0,1940,2.25,100,1
NHMUK_46.5,Phataginus tricuspis,1865,Africa,Ghana,75,VU,Arboreal,1,0,1860,2.25,100,1
NHMUK_46.888,Phataginus tricuspis,1945,Africa,Sierra Leone,25,VU,Arboreal,0,0,1940,0.892,100,1
NHMUK_46.914,Phataginus tricuspis,,Africa,Ghana,75,VU,Arboreal,1,0,,2.25,100,1
NHMUK_46.915,Phataginus tricuspis,1946,Africa,Ghana,75,VU,Arboreal,1,0,1940,2.25,100,1
NHMUK_46.916,Phataginus tricuspis,1946,Africa,Ghana,75,VU,Arboreal,1,1,1940,2.25,100,1
NHMUK_48.132,Phataginus tricuspis,1932,Africa,Cameroon,50,VU,Arboreal,0,0,1930,5,100,1
NHMUK_48.1321,Phataginus tricuspis,1932,Africa,Cameroon,25,VU,Arboreal,0,0,1930,2.02,100,1
NHMUK_48.1322,Phataginus tricuspis,1932,Africa,Cameroon,25,VU,Arboreal,1,1,1930,2.02,100,1
NHMUK_48.1323,Phataginus tricuspis,1932,Africa,Cameroon,25,VU,Arboreal,1,1,1930,2.02,100,1
NHMUK_48.1324,Phataginus tricuspis,1933,Africa,Cameroon,25,VU,Arboreal,1,0,1930,2.02,100,1
NHMUK_48.1325,Phataginus tricuspis,1932,Africa,Cameroon,25,VU,Arboreal,1,1,1930,2.02,100,1
NHMUK_48.1326,Phataginus tricuspis,,Africa,Cameroon,25,VU,Arboreal,1,0,,2.02,100,1
NHMUK_48.1327,Phataginus tricuspis,,Africa,Cameroon,50,VU,Arboreal,0,0,,8,100,1
NHMUK_48.1328,Phataginus tricuspis,,Africa,Cameroon,50,VU,Arboreal,0,0,,23,100,1
NHMUK_48.1329,Phataginus tricuspis,,Africa,Cameroon,50,VU,Arboreal,1,1,,23,100,1
NHMUK_48.133,Phataginus tricuspis,,Africa,Cameroon,50,VU,Arboreal,1,1,,23,100,1
NHMUK_48.1331,Phataginus tricuspis,,Africa,Cameroon,50,VU,Arboreal,1,1,,23,100,1
NHMUK_48.1332,Phataginus tricuspis,,Africa,Cameroon,50,VU,Arboreal,1,1,,23,100,1
NHMUK_50.2066,Phataginus tricuspis,1946,Africa,Sierra Leone,100,VU,Arboreal,0,0,1940,188.72,100,1
NHMUK_51.333,Phataginus tricuspis,1949,Africa,Sierra Leone,50,VU,Arboreal,0,0,1940,10.66,100,1
NHMUK_56.61,Phataginus tricuspis,1955,Africa,Sierra Leone,25,VU,Arboreal,0,0,1950,2.4,100,1
NHMUK_59.269,Phataginus tricuspis,1952,Africa,Sierra Leone,75,VU,Arboreal,0,0,1950,81.78,89.08264943,1
NHMUK_66.3562,Phataginus tricuspis,1965,Africa,Cameroon,25,VU,Arboreal,0,0,1960,2.42,100,1
NHMUK_69.505,Phataginus tricuspis,,Africa,Uganda,100,VU,Arboreal,0,0,,3.95,100,1
NHMUK_76.1813,Phataginus tricuspis,1971,Africa,Ghana,50,VU,Arboreal,0,0,1970,0.7,100,1
NHMUK_79.2034,Phataginus tricuspis,,Africa,Central African Republic,100,VU,Arboreal,0,0,,787.84,62.99836007,1
NHMUK_1996.314,Phataginus tricuspis,1995,Africa,Nigeria,75,VU,Arboreal,0,0,1990,0.03,100,1
